Geography,BusinessLine,Account,SubCategory,Period,Value
AFR,Digital Workplace,Not assigned,OM,006.2024,66.19795307
AFR,Hybrid Cloud Infra,ADMINISTRATIVE CAPITAL FOR URBAN,Revenue Total,006.2024,33.63294492
AFR,Hybrid Cloud Infra,ADMINISTRATIVE CAPITAL FOR URBAN,Revenue External,006.2024,33.63294492
AFR,Hybrid Cloud Infra,ADMINISTRATIVE CAPITAL FOR URBAN,ER Sales of Service,006.2024,33.63294492
AFR,Hybrid Cloud Infra,ADMINISTRATIVE CAPITAL FOR URBAN,Personnel Costs,006.2024,-28.55243433
AFR,Hybrid Cloud Infra,ADMINISTRATIVE CAPITAL FOR URBAN,Personnel Expenses,006.2024,-0.060396701
AFR,Hybrid Cloud Infra,ADMINISTRATIVE CAPITAL FOR URBAN,Personnel Expenses Direct,006.2024,-0.060396701
AFR,Hybrid Cloud Infra,ADMINISTRATIVE CAPITAL FOR URBAN,Subco Direct,006.2024,-2.0874315
AFR,Hybrid Cloud Infra,ADMINISTRATIVE CAPITAL FOR URBAN,Subco Direct External,006.2024,-2.0874315
AFR,Hybrid Cloud Infra,ADMINISTRATIVE CAPITAL FOR URBAN,Outsourced Services Direct,006.2024,-1.389769159
AFR,Hybrid Cloud Infra,ADMINISTRATIVE CAPITAL FOR URBAN,Outsourced Services Direct External,006.2024,-1.389769159
AFR,Hybrid Cloud Infra,ADMINISTRATIVE CAPITAL FOR URBAN,Contra-accounts,006.2024,-25.01483697
AFR,Hybrid Cloud Infra,ADMINISTRATIVE CAPITAL FOR URBAN,Non Personnel Costs,006.2024,-0.5131566
AFR,Hybrid Cloud Infra,ADMINISTRATIVE CAPITAL FOR URBAN,Travel expenses,006.2024,-0.5131566
AFR,Hybrid Cloud Infra,ADMINISTRATIVE CAPITAL FOR URBAN,OM,006.2024,4.567353991
AFR,Hybrid Cloud Infra,BASF,Revenue Total,006.2024,1.67491889
AFR,Hybrid Cloud Infra,BASF,Revenue External,006.2024,1.67491889
AFR,Hybrid Cloud Infra,BASF,ER Sales of Service,006.2024,1.67491889
AFR,Hybrid Cloud Infra,BASF,Personnel Costs,006.2024,-1.67491889
AFR,Hybrid Cloud Infra,BASF,Contra-accounts,006.2024,-1.67491889
AFR,Hybrid Cloud Infra,CLUSTER FS&I - OTHER FIN SERVICES,Revenue Total,006.2024,88.23381324
AFR,Hybrid Cloud Infra,CLUSTER FS&I - OTHER FIN SERVICES,Revenue External,006.2024,88.23381324
AFR,Hybrid Cloud Infra,CLUSTER FS&I - OTHER FIN SERVICES,ER Sales of Service,006.2024,88.23381324
AFR,Hybrid Cloud Infra,CLUSTER FS&I - OTHER FIN SERVICES,Personnel Costs,006.2024,-29.01289025
AFR,Hybrid Cloud Infra,CLUSTER FS&I - OTHER FIN SERVICES,Subco Direct,006.2024,-2.6301894
AFR,Hybrid Cloud Infra,CLUSTER FS&I - OTHER FIN SERVICES,Subco Direct External,006.2024,-2.6301894
AFR,Hybrid Cloud Infra,CLUSTER FS&I - OTHER FIN SERVICES,Contra-accounts,006.2024,-26.38270085
AFR,Hybrid Cloud Infra,CLUSTER FS&I - OTHER FIN SERVICES,Non Personnel Costs,006.2024,-41.9249996
AFR,Hybrid Cloud Infra,CLUSTER FS&I - OTHER FIN SERVICES,Telecom costs,006.2024,-41.4510916
AFR,Hybrid Cloud Infra,CLUSTER FS&I - OTHER FIN SERVICES,Travel expenses,006.2024,-0.077448
AFR,Hybrid Cloud Infra,CLUSTER FS&I - OTHER FIN SERVICES,Other expenses,006.2024,-0.39646
AFR,Hybrid Cloud Infra,CLUSTER FS&I - OTHER FIN SERVICES,OM,006.2024,17.29592339
AFR,Hybrid Cloud Infra,CLUSTER TMT - HIGH TECH&ENG. (TECH),COGS,006.2024,-537.7834092
AFR,Hybrid Cloud Infra,CLUSTER TMT - HIGH TECH&ENG. (TECH),COGS - Purchase for reselling,006.2024,-537.7834092
AFR,Hybrid Cloud Infra,CLUSTER TMT - HIGH TECH&ENG. (TECH),Non Personnel Costs,006.2024,-0.099684138
AFR,Hybrid Cloud Infra,CLUSTER TMT - HIGH TECH&ENG. (TECH),Other means of production,006.2024,-0.099684138
AFR,Hybrid Cloud Infra,CLUSTER TMT - HIGH TECH&ENG. (TECH),Non-CH,006.2024,0.049283503
AFR,Hybrid Cloud Infra,CLUSTER TMT - HIGH TECH&ENG. (TECH),Net change to prov (including inventories depreci,006.2024,0.049283503
AFR,Hybrid Cloud Infra,CLUSTER TMT - HIGH TECH&ENG. (TECH),OM,006.2024,-537.8338098
AFR,Hybrid Cloud Infra,CLUSTER FS&I - RETAIL BANKING,Revenue Total,006.2024,167.3001036
AFR,Hybrid Cloud Infra,CLUSTER FS&I - RETAIL BANKING,Revenue External,006.2024,167.3001036
AFR,Hybrid Cloud Infra,CLUSTER FS&I - RETAIL BANKING,ER Sales of Service,006.2024,167.3001036
AFR,Hybrid Cloud Infra,CLUSTER FS&I - RETAIL BANKING,Personnel Costs,006.2024,-24.67950507
AFR,Hybrid Cloud Infra,CLUSTER FS&I - RETAIL BANKING,Subco Direct,006.2024,-12.88006201
AFR,Hybrid Cloud Infra,CLUSTER FS&I - RETAIL BANKING,Subco Direct External,006.2024,-12.88006201
AFR,Hybrid Cloud Infra,CLUSTER FS&I - RETAIL BANKING,Contra-accounts,006.2024,-11.79944306
AFR,Hybrid Cloud Infra,CLUSTER FS&I - RETAIL BANKING,Non Personnel Costs,006.2024,-2.731160102
AFR,Hybrid Cloud Infra,CLUSTER FS&I - RETAIL BANKING,Professional fees,006.2024,-2.731160102
AFR,Hybrid Cloud Infra,CLUSTER FS&I - RETAIL BANKING,Non-CH,006.2024,41.97256138
AFR,Hybrid Cloud Infra,CLUSTER FS&I - RETAIL BANKING,Dep of fixed assets,006.2024,-0.029870165
AFR,Hybrid Cloud Infra,CLUSTER FS&I - RETAIL BANKING,Net change to prov (including inventories depreci,006.2024,42.00243155
AFR,Hybrid Cloud Infra,CLUSTER FS&I - RETAIL BANKING,OM,006.2024,181.8619998
AFR,Hybrid Cloud Infra,CLUSTER MANUF. - SERVICES,Revenue Total,006.2024,26.00544565
AFR,Hybrid Cloud Infra,CLUSTER MANUF. - SERVICES,Revenue External,006.2024,26.00544565
AFR,Hybrid Cloud Infra,CLUSTER MANUF. - SERVICES,ER Sales of Service,006.2024,26.00544565
AFR,Hybrid Cloud Infra,CLUSTER MANUF. - SERVICES,Personnel Costs,006.2024,-15.9178485
AFR,Hybrid Cloud Infra,CLUSTER MANUF. - SERVICES,Subco Direct,006.2024,-9.79429703
AFR,Hybrid Cloud Infra,CLUSTER MANUF. - SERVICES,Subco Direct External,006.2024,-9.79429703
AFR,Hybrid Cloud Infra,CLUSTER MANUF. - SERVICES,Contra-accounts,006.2024,-6.123551472
AFR,Hybrid Cloud Infra,CLUSTER MANUF. - SERVICES,Non Personnel Costs,006.2024,-2.31804E-05
AFR,Hybrid Cloud Infra,CLUSTER MANUF. - SERVICES,Professional fees,006.2024,-2.31804E-05
AFR,Hybrid Cloud Infra,CLUSTER MANUF. - SERVICES,Non-CH,006.2024,16.43217867
AFR,Hybrid Cloud Infra,CLUSTER MANUF. - SERVICES,Net change to prov (including inventories depreci,006.2024,16.43217867
AFR,Hybrid Cloud Infra,CLUSTER MANUF. - SERVICES,OM,006.2024,26.51975264
AFR,Hybrid Cloud Infra,CLUSTER TMT - TELECOM,Revenue Total,006.2024,335.7791101
AFR,Hybrid Cloud Infra,CLUSTER TMT - TELECOM,Revenue External,006.2024,335.7791101
AFR,Hybrid Cloud Infra,CLUSTER TMT - TELECOM,ER Sales of Service,006.2024,335.7791101
AFR,Hybrid Cloud Infra,CLUSTER TMT - TELECOM,Personnel Costs,006.2024,14.30145208
AFR,Hybrid Cloud Infra,CLUSTER TMT - TELECOM,Subco Direct,006.2024,14.31304228
AFR,Hybrid Cloud Infra,CLUSTER TMT - TELECOM,Subco Direct External,006.2024,14.31304228
AFR,Hybrid Cloud Infra,CLUSTER TMT - TELECOM,Contra-accounts,006.2024,-0.0115902
AFR,Hybrid Cloud Infra,CLUSTER TMT - TELECOM,Non Personnel Costs,006.2024,-10.95989977
AFR,Hybrid Cloud Infra,CLUSTER TMT - TELECOM,Professional fees,006.2024,-10.95989977
AFR,Hybrid Cloud Infra,CLUSTER TMT - TELECOM,Non-CH,006.2024,6.403434581
AFR,Hybrid Cloud Infra,CLUSTER TMT - TELECOM,Net change to prov (including inventories depreci,006.2024,6.403434581
AFR,Hybrid Cloud Infra,CLUSTER TMT - TELECOM,OM,006.2024,345.524097
AFR,Hybrid Cloud Infra,CLUSTER FS&I - CORP&INVEST. BANKING,Revenue Total,006.2024,0.442561844
AFR,Hybrid Cloud Infra,CLUSTER FS&I - CORP&INVEST. BANKING,Revenue External,006.2024,0.442561844
AFR,Hybrid Cloud Infra,CLUSTER FS&I - CORP&INVEST. BANKING,ER Sales of Service,006.2024,0.442561844
AFR,Hybrid Cloud Infra,CLUSTER FS&I - CORP&INVEST. BANKING,Non Personnel Costs,006.2024,-0.2216488
AFR,Hybrid Cloud Infra,CLUSTER FS&I - CORP&INVEST. BANKING,Travel expenses,006.2024,-0.2216488
AFR,Hybrid Cloud Infra,CLUSTER FS&I - CORP&INVEST. BANKING,OM,006.2024,0.220913044
AFR,Hybrid Cloud Infra,CLUSTER R&S - RETAIL & HOSPITALITY,Personnel Costs,006.2024,20.988
AFR,Hybrid Cloud Infra,CLUSTER R&S - RETAIL & HOSPITALITY,Subco Direct,006.2024,20.988
AFR,Hybrid Cloud Infra,CLUSTER R&S - RETAIL & HOSPITALITY,Subco Direct External,006.2024,20.988
AFR,Hybrid Cloud Infra,CLUSTER R&S - RETAIL & HOSPITALITY,OM,006.2024,20.988
AFR,Hybrid Cloud Infra,CLUSTER PS&D - DEFENSE,Revenue Total,006.2024,2.270758182
AFR,Hybrid Cloud Infra,CLUSTER PS&D - DEFENSE,Revenue External,006.2024,2.270758182
AFR,Hybrid Cloud Infra,CLUSTER PS&D - DEFENSE,ER Sales of Service,006.2024,2.270758182
AFR,Hybrid Cloud Infra,CLUSTER PS&D - DEFENSE,Personnel Costs,006.2024,-2.270758182
AFR,Hybrid Cloud Infra,CLUSTER PS&D - DEFENSE,Contra-accounts,006.2024,-2.270758182
AFR,Hybrid Cloud Infra,CLUSTER R&S - UTILITIES,Revenue Total,006.2024,115.8347333
AFR,Hybrid Cloud Infra,CLUSTER R&S - UTILITIES,Revenue External,006.2024,115.8347333
AFR,Hybrid Cloud Infra,CLUSTER R&S - UTILITIES,ER Sales of Service,006.2024,115.8347333
AFR,Hybrid Cloud Infra,CLUSTER R&S - UTILITIES,Personnel Costs,006.2024,-100.9185012
AFR,Hybrid Cloud Infra,CLUSTER R&S - UTILITIES,Subco Direct,006.2024,-91.86250835
AFR,Hybrid Cloud Infra,CLUSTER R&S - UTILITIES,Subco Direct Internal,006.2024,-53.06813025
AFR,Hybrid Cloud Infra,CLUSTER R&S - UTILITIES,Subco Direct External,006.2024,-38.7943781
AFR,Hybrid Cloud Infra,CLUSTER R&S - UTILITIES,Contra-accounts,006.2024,-9.055992796
AFR,Hybrid Cloud Infra,CLUSTER R&S - UTILITIES,Non Personnel Costs,006.2024,-3.006181
AFR,Hybrid Cloud Infra,CLUSTER R&S - UTILITIES,Telecom costs,006.2024,-0.03688
AFR,Hybrid Cloud Infra,CLUSTER R&S - UTILITIES,Other means of production,006.2024,-2.2271832
AFR,Hybrid Cloud Infra,CLUSTER R&S - UTILITIES,Travel expenses,006.2024,-0.7421178
AFR,Hybrid Cloud Infra,CLUSTER R&S - UTILITIES,OM,006.2024,11.91005117
AFR,Hybrid Cloud Infra,ORANGE,Personnel Costs,006.2024,-1.694495574
AFR,Hybrid Cloud Infra,ORANGE,Contra-accounts,006.2024,-1.694495574
AFR,Hybrid Cloud Infra,ORANGE,OM,006.2024,-1.694495574
AFR,Hybrid Cloud Infra,MTN,Revenue Total,006.2024,172.0827252
AFR,Hybrid Cloud Infra,MTN,Revenue External,006.2024,172.0827252
AFR,Hybrid Cloud Infra,MTN,ER Sales of Service,006.2024,172.0827252
AFR,Hybrid Cloud Infra,MTN,Personnel Costs,006.2024,-22.90340359
AFR,Hybrid Cloud Infra,MTN,Subco Direct,006.2024,-17.92389709
AFR,Hybrid Cloud Infra,MTN,Subco Direct External,006.2024,-17.92389709
AFR,Hybrid Cloud Infra,MTN,Contra-accounts,006.2024,-4.979506504
AFR,Hybrid Cloud Infra,MTN,Non Personnel Costs,006.2024,16.42349145
AFR,Hybrid Cloud Infra,MTN,Travel expenses,006.2024,17.56164514
AFR,Hybrid Cloud Infra,MTN,Professional fees,006.2024,-2.6943008
AFR,Hybrid Cloud Infra,MTN,Other expenses,006.2024,1.556147106
AFR,Hybrid Cloud Infra,MTN,Non-CH,006.2024,222.1000113
AFR,Hybrid Cloud Infra,MTN,Net change to prov (including inventories depreci,006.2024,222.1000113
AFR,Hybrid Cloud Infra,MTN,OM,006.2024,387.7028244
AFR,Hybrid Cloud Infra,SIEMENS HEALTHINEERS,Revenue Total,006.2024,5.195651404
AFR,Hybrid Cloud Infra,SIEMENS HEALTHINEERS,Revenue External,006.2024,5.195651404
AFR,Hybrid Cloud Infra,SIEMENS HEALTHINEERS,ER Sales of Service,006.2024,5.195651404
AFR,Hybrid Cloud Infra,SIEMENS HEALTHINEERS,Personnel Costs,006.2024,-3.7478731
AFR,Hybrid Cloud Infra,SIEMENS HEALTHINEERS,Subco Direct,006.2024,-0.431098184
AFR,Hybrid Cloud Infra,SIEMENS HEALTHINEERS,Subco Direct External,006.2024,-0.431098184
AFR,Hybrid Cloud Infra,SIEMENS HEALTHINEERS,Contra-accounts,006.2024,-3.316774916
AFR,Hybrid Cloud Infra,SIEMENS HEALTHINEERS,Non-CH,006.2024,-2.114661582
AFR,Hybrid Cloud Infra,SIEMENS HEALTHINEERS,Dep of fixed assets,006.2024,-0.665939354
AFR,Hybrid Cloud Infra,SIEMENS HEALTHINEERS,Net change to prov (including inventories depreci,006.2024,-1.448722228
AFR,Hybrid Cloud Infra,SIEMENS HEALTHINEERS,OM,006.2024,-0.666883278
AFR,Hybrid Cloud Infra,SIEMENS DIGITAL INDUSTRIES,Revenue Total,006.2024,4.075302458
AFR,Hybrid Cloud Infra,SIEMENS DIGITAL INDUSTRIES,Revenue External,006.2024,4.075302458
AFR,Hybrid Cloud Infra,SIEMENS DIGITAL INDUSTRIES,ER Sales of Service,006.2024,4.075302458
AFR,Hybrid Cloud Infra,SIEMENS DIGITAL INDUSTRIES,Personnel Costs,006.2024,-8.265951232
AFR,Hybrid Cloud Infra,SIEMENS DIGITAL INDUSTRIES,Subco Direct,006.2024,-2.547064036
AFR,Hybrid Cloud Infra,SIEMENS DIGITAL INDUSTRIES,Subco Direct External,006.2024,-2.547064036
AFR,Hybrid Cloud Infra,SIEMENS DIGITAL INDUSTRIES,Contra-accounts,006.2024,-5.718887196
AFR,Hybrid Cloud Infra,SIEMENS DIGITAL INDUSTRIES,Non-CH,006.2024,-0.193114319
AFR,Hybrid Cloud Infra,SIEMENS DIGITAL INDUSTRIES,Dep of fixed assets,006.2024,-0.193114319
AFR,Hybrid Cloud Infra,SIEMENS DIGITAL INDUSTRIES,OM,006.2024,-4.383763094
AFR,Hybrid Cloud Infra,SIEMENS ENERGY,Revenue Total,006.2024,36.75688093
AFR,Hybrid Cloud Infra,SIEMENS ENERGY,Revenue External,006.2024,36.75688093
AFR,Hybrid Cloud Infra,SIEMENS ENERGY,ER Sales of Service,006.2024,36.75688093
AFR,Hybrid Cloud Infra,SIEMENS ENERGY,Personnel Costs,006.2024,-27.02244528
AFR,Hybrid Cloud Infra,SIEMENS ENERGY,Subco Direct,006.2024,-2.56992813
AFR,Hybrid Cloud Infra,SIEMENS ENERGY,Subco Direct External,006.2024,-2.56992813
AFR,Hybrid Cloud Infra,SIEMENS ENERGY,Outsourced Services Direct,006.2024,-14.78334718
AFR,Hybrid Cloud Infra,SIEMENS ENERGY,Outsourced Services Direct Internal,006.2024,-14.78334718
AFR,Hybrid Cloud Infra,SIEMENS ENERGY,Contra-accounts,006.2024,-9.669169976
AFR,Hybrid Cloud Infra,SIEMENS ENERGY,Non-CH,006.2024,-2.637982292
AFR,Hybrid Cloud Infra,SIEMENS ENERGY,Dep of fixed assets,006.2024,-2.637982292
AFR,Hybrid Cloud Infra,SIEMENS ENERGY,OM,006.2024,7.09645336
AFR,Hybrid Cloud Infra,SIEMENS IT,Revenue Total,006.2024,2.927866045
AFR,Hybrid Cloud Infra,SIEMENS IT,Revenue External,006.2024,2.927866045
AFR,Hybrid Cloud Infra,SIEMENS IT,ER Sales of Service,006.2024,2.927866045
AFR,Hybrid Cloud Infra,SIEMENS IT,Personnel Costs,006.2024,-54.33333301
AFR,Hybrid Cloud Infra,SIEMENS IT,Outsourced Services Direct,006.2024,-45.19850663
AFR,Hybrid Cloud Infra,SIEMENS IT,Outsourced Services Direct Internal,006.2024,-8.793383634
AFR,Hybrid Cloud Infra,SIEMENS IT,Outsourced Services Direct External,006.2024,-36.405123
AFR,Hybrid Cloud Infra,SIEMENS IT,Contra-accounts,006.2024,-9.134826378
AFR,Hybrid Cloud Infra,SIEMENS IT,Non Personnel Costs,006.2024,6.988365835
AFR,Hybrid Cloud Infra,SIEMENS IT,Rent,006.2024,-3.407102046
AFR,Hybrid Cloud Infra,SIEMENS IT,Other expenses,006.2024,10.39546788
AFR,Hybrid Cloud Infra,SIEMENS IT,Non-CH,006.2024,-6.248937215
AFR,Hybrid Cloud Infra,SIEMENS IT,Dep of fixed assets,006.2024,-6.248937215
AFR,Hybrid Cloud Infra,SIEMENS IT,OM,006.2024,-50.66603834
AFR,Hybrid Cloud Infra,WSP GLOBAL,Revenue Total,006.2024,16.69710056
AFR,Hybrid Cloud Infra,WSP GLOBAL,Revenue External,006.2024,16.69710056
AFR,Hybrid Cloud Infra,WSP GLOBAL,ER Sales of Service,006.2024,16.69710056
AFR,Hybrid Cloud Infra,WSP GLOBAL,Personnel Costs,006.2024,2.023068917
AFR,Hybrid Cloud Infra,WSP GLOBAL,Outsourced Services Direct,006.2024,5.79068734
AFR,Hybrid Cloud Infra,WSP GLOBAL,Outsourced Services Direct Internal,006.2024,-0.275698307
AFR,Hybrid Cloud Infra,WSP GLOBAL,Outsourced Services Direct External,006.2024,6.066385646
AFR,Hybrid Cloud Infra,WSP GLOBAL,Contra-accounts,006.2024,-3.767618423
AFR,Hybrid Cloud Infra,WSP GLOBAL,OM,006.2024,18.72016947
AFR,Hybrid Cloud Infra,Intergroup - MEA,Personnel Costs,006.2024,-8.799534808
AFR,Hybrid Cloud Infra,Intergroup - MEA,Contra-accounts,006.2024,-8.799534808
AFR,Hybrid Cloud Infra,Intergroup - MEA,OM,006.2024,-8.799534808
AFR,Hybrid Cloud Infra,Not assigned,Personnel Costs,006.2024,-60.23333297
AFR,Hybrid Cloud Infra,Not assigned,Personnel Expenses,006.2024,-64.83198449
AFR,Hybrid Cloud Infra,Not assigned,Personnel Expenses Direct,006.2024,-64.83198449
AFR,Hybrid Cloud Infra,Not assigned,Subco Direct,006.2024,-0.05706987
AFR,Hybrid Cloud Infra,Not assigned,Subco Direct External,006.2024,-0.05706987
AFR,Hybrid Cloud Infra,Not assigned,Outsourced Services Direct,006.2024,-0.354386344
AFR,Hybrid Cloud Infra,Not assigned,Outsourced Services Direct Internal,006.2024,-0.354386344
AFR,Hybrid Cloud Infra,Not assigned,Global Recharge Direct,006.2024,-0.293350908
AFR,Hybrid Cloud Infra,Not assigned,Contra-accounts,006.2024,5.303458645
AFR,Hybrid Cloud Infra,Not assigned,Non Personnel Costs,006.2024,-2.91720869
AFR,Hybrid Cloud Infra,Not assigned,Rent,006.2024,-0.86521281
AFR,Hybrid Cloud Infra,Not assigned,Telecom costs,006.2024,-0.136422
AFR,Hybrid Cloud Infra,Not assigned,Travel expenses,006.2024,-1.2827784
AFR,Hybrid Cloud Infra,Not assigned,Other insurance Premiums,006.2024,-0.48471418
AFR,Hybrid Cloud Infra,Not assigned,Professional fees,006.2024,-0.1480813
AFR,Hybrid Cloud Infra,Not assigned,Non-CH,006.2024,-0.97377128
AFR,Hybrid Cloud Infra,Not assigned,Dep of fixed assets,006.2024,-0.97377128
AFR,Hybrid Cloud Infra,Not assigned,OM,006.2024,-64.12431294
AFR,Digital Broadcast Platfom,CEN. BANK WEST AFRICAN STATES BCEAO,Revenue Total,006.2024,33.9264
AFR,Digital Broadcast Platfom,CEN. BANK WEST AFRICAN STATES BCEAO,Revenue External,006.2024,33.9264
AFR,Digital Broadcast Platfom,CEN. BANK WEST AFRICAN STATES BCEAO,ER Sales of Service,006.2024,33.9264
AFR,Digital Broadcast Platfom,CEN. BANK WEST AFRICAN STATES BCEAO,OM,006.2024,33.9264
AFR,Digital Broadcast Platfom,CELL C,Personnel Costs,006.2024,-36.51316931
AFR,Digital Broadcast Platfom,CELL C,Subco Direct,006.2024,-41.34510988
AFR,Digital Broadcast Platfom,CELL C,Subco Direct Internal,006.2024,-17.30443
AFR,Digital Broadcast Platfom,CELL C,Subco Direct External,006.2024,-24.04067988
AFR,Digital Broadcast Platfom,CELL C,Outsourced Services Direct,006.2024,6.066385646
AFR,Digital Broadcast Platfom,CELL C,Outsourced Services Direct External,006.2024,6.066385646
AFR,Digital Broadcast Platfom,CELL C,Contra-accounts,006.2024,-1.234445076
AFR,Digital Broadcast Platfom,CELL C,Non-CH,006.2024,4.403730521
AFR,Digital Broadcast Platfom,CELL C,Net change to prov (including inventories depreci,006.2024,4.403730521
AFR,Digital Broadcast Platfom,CELL C,OM,006.2024,-32.10943879
AFR,Digital Broadcast Platfom,CLUSTER H&LS - PHARMACEUTICAL,Revenue Total,006.2024,569.3181994
AFR,Digital Broadcast Platfom,CLUSTER H&LS - PHARMACEUTICAL,Revenue External,006.2024,569.3181994
AFR,Digital Broadcast Platfom,CLUSTER H&LS - PHARMACEUTICAL,ER Sales of Service,006.2024,569.3181994
AFR,Digital Broadcast Platfom,CLUSTER H&LS - PHARMACEUTICAL,Personnel Costs,006.2024,-385.1956838
AFR,Digital Broadcast Platfom,CLUSTER H&LS - PHARMACEUTICAL,Personnel Expenses,006.2024,-10.77909672
AFR,Digital Broadcast Platfom,CLUSTER H&LS - PHARMACEUTICAL,Personnel Expenses Direct,006.2024,-10.77909672
AFR,Digital Broadcast Platfom,CLUSTER H&LS - PHARMACEUTICAL,Subco Direct,006.2024,-330.1763122
AFR,Digital Broadcast Platfom,CLUSTER H&LS - PHARMACEUTICAL,Subco Direct External,006.2024,-330.1763122
AFR,Digital Broadcast Platfom,CLUSTER H&LS - PHARMACEUTICAL,Contra-accounts,006.2024,-44.24027488
AFR,Digital Broadcast Platfom,CLUSTER H&LS - PHARMACEUTICAL,Non Personnel Costs,006.2024,42.52659344
AFR,Digital Broadcast Platfom,CLUSTER H&LS - PHARMACEUTICAL,Other Lease,006.2024,42.52659344
AFR,Digital Broadcast Platfom,CLUSTER H&LS - PHARMACEUTICAL,OM,006.2024,226.6491091
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,Revenue Total,006.2024,26.6388992
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,Revenue External,006.2024,26.6388992
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,ER Sales of Service,006.2024,26.6388992
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,Personnel Costs,006.2024,-26.6225399
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,Subco Direct,006.2024,102.2075438
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,Subco Direct Internal,006.2024,119.30853
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,Subco Direct External,006.2024,-17.10098622
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,Contra-accounts,006.2024,-128.8300837
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,Non Personnel Costs,006.2024,-22.16185768
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,Maintenance,006.2024,-22.16185768
AFR,Digital Broadcast Platfom,CLUSTER FS&I - OTHER FIN SERVICES,OM,006.2024,-22.14549839
AFR,Digital Broadcast Platfom,CLUSTER MANUF. - DISCR. MANUF.,Revenue Total,006.2024,-7.9288E-06
AFR,Digital Broadcast Platfom,CLUSTER MANUF. - DISCR. MANUF.,Revenue External,006.2024,-7.9288E-06
AFR,Digital Broadcast Platfom,CLUSTER MANUF. - DISCR. MANUF.,ER Sales of Service,006.2024,-7.9288E-06
AFR,Digital Broadcast Platfom,CLUSTER MANUF. - DISCR. MANUF.,OM,006.2024,-7.9288E-06
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG. (TECH),Revenue Total,006.2024,17.14599936
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG. (TECH),Revenue External,006.2024,17.14599936
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG. (TECH),ER Sales of Service,006.2024,17.14599936
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG. (TECH),Personnel Costs,006.2024,-7.949959848
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG. (TECH),Contra-accounts,006.2024,-7.949959848
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG. (TECH),Non-CH,006.2024,1.47757788
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG. (TECH),Net change to prov (including inventories depreci,006.2024,1.47757788
AFR,Digital Broadcast Platfom,CLUSTER TMT - HIGH TECH&ENG. (TECH),OM,006.2024,10.67361739
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Revenue Total,006.2024,181.4115281
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Revenue External,006.2024,181.4115281
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,ER Sales of Service,006.2024,131.6820208
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,ER Value Added Resale,006.2024,49.72950729
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,COGS,006.2024,-37.64693047
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,COGS - Purchase for reselling,006.2024,-37.64693047
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Personnel Costs,006.2024,-85.00404463
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Personnel Expenses,006.2024,-17.35304314
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Personnel Expenses Direct,006.2024,-17.35304314
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Subco Direct,006.2024,-52.30951288
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Subco Direct Internal,006.2024,-166.842794
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Subco Direct External,006.2024,114.5332811
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Contra-accounts,006.2024,-15.34148861
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Non Personnel Costs,006.2024,-0.47022
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,Travel expenses,006.2024,-0.47022
AFR,Digital Broadcast Platfom,CLUSTER FS&I - RETAIL BANKING,OM,006.2024,58.290333
